CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Age,AgeGroup
12856,Rosa,Lin,544 Magda Way,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0161,1963-04-07,Bachelors ,Skilled Manual,F,M,1,0,0,1,56316,44,0,34,Between 25 and 45 years
12857,Raul,Kumar,7942 Palms,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0154,1963-08-17,Bachelors ,Skilled Manual,M,M,1,0,0,1,67285,75,0,34,Between 25 and 45 years
12858,Adriana,Mehta,Altendorfer Straße 390,Berlin,Hessen,Germany,14111,1 (11) 500 555-0116,1962-04-21,Partial College,Clerical,F,S,1,1,0,1,41177,45,0,35,Between 25 and 45 years
12859,Evelyn,Gonzalez,8967 Hamilton Ave.,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0159,1962-08-17,Partial College,Clerical,F,S,1,1,0,1,42052,45,0,35,Between 25 and 45 years
12860,Jillian,Prasad,4333 Elmonte Dr.,Wokingham,England,United Kingdom,RG41 1QW,1 (11) 500 555-0162,1962-03-25,Bachelors ,Skilled Manual,F,M,1,1,0,1,42345,46,0,35,Between 25 and 45 years
12861,Robyn,Jimenez,170 Minert Rd.,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0110,1962-03-25,Bachelors ,Skilled Manual,F,M,1,1,0,1,40761,45,0,35,Between 25 and 45 years
12862,Melinda,Ortega,"2, rue Henri Gagnon",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0128,1978-02-11,Partial College,Clerical,F,S,1,2,3,3,50333,67,1,19,Under 25 years
12863,Caleb,Zhang,Auf Der Steige 77,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0177,1978-08-25,Partial College,Clerical,M,S,1,1,4,4,57789,116,1,19,Under 25 years
12864,Michelle,Townsend,5109 C Northwood Dr,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0165,1978-05-03,Partial College,Clerical,F,S,1,2,4,4,52264,71,1,19,Under 25 years
12865,Brandy,Martinez,5195 Graham Street,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0177,1976-03-24,High School,Manual,F,M,0,1,0,0,21909,42,0,21,Under 25 years
12866,Janelle,Fernandez,"100, boulevard d´Albi",Paris,Seine (Paris),France,75006,1 (11) 500 555-0173,1975-06-18,Partial High School,Manual,F,S,1,2,0,0,27167,38,0,22,Under 25 years
12867,Laura,Ye,Dunckerstr 55,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0196,1975-07-20,Partial High School,Manual,F,S,1,2,0,0,25646,38,0,22,Under 25 years
12868,Julie,Anand,"66, place de la République",Paris,Seine (Paris),France,75006,1 (11) 500 555-0151,1975-05-13,High School,Manual,F,S,0,1,0,0,29765,46,0,22,Under 25 years
12869,Alisha,Tang,"55, rue de la Cavalerie",Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0137,1976-03-25,High School,Manual,F,M,0,1,0,0,25073,41,0,21,Under 25 years
12870,Tyrone,Munoz,Alderweg 1845,Bonn,Nordrhein-Westfalen,Germany,53131,1 (11) 500 555-0122,1976-09-19,Partial High School,Manual,M,S,0,1,0,0,11850,55,0,21,Under 25 years
12871,Leah,Li,9405 Curletto Dr.,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0122,1976-10-06,Partial College,Clerical,F,S,0,1,0,0,46447,44,1,21,Under 25 years
12872,Olivia,Hughes,Hochstr 8111,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0156,1975-05-11,Partial College,Clerical,F,S,0,1,0,0,44875,47,0,22,Under 25 years
12873,Mandar,Samant,1005 Valley Oak Plaza,London,England,United Kingdom,SW6 SBY,129-555-0100,1974-09-18,Partial High School,Manual,F,S,0,2,0,0,16155,36,0,23,Under 25 years
12874,Kirk,Nason,1246 Amaryl Drive,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0190,1974-09-05,Partial High School,Manual,F,S,0,2,0,0,21409,42,0,23,Under 25 years
12875,Brianna,Ross,1666 Edward Avenue,Bellingham,Washington,United States,98225,149-555-0118,1959-05-15,Graduate Degree,Skilled Manual,F,S,1,0,0,4,95890,49,1,38,Between 25 and 45 years
12876,Blake,Robinson,3768 Door Way,Oakland,California,United States,94611,512-555-0149,1959-07-22,Graduate Degree,Skilled Manual,M,M,1,0,0,4,82622,78,0,38,Between 25 and 45 years
12877,Alexander,Williams,7169 Jane Ct.,Sedro Woolley,Washington,United States,98284,133-555-0141,1959-05-05,Graduate Degree,Skilled Manual,M,M,1,0,0,4,100621,80,0,38,Between 25 and 45 years
12878,Gilbert,Sun,7264 Ambush Dr..,Beverly Hills,California,United States,90210,131-555-0171,1972-09-14,High School,Skilled Manual,M,M,1,3,4,4,41412,114,1,25,Between 25 and 45 years
12879,Elijah,Nelson,5841 Longview Rd.,Los Angeles,California,United States,90012,185-555-0178,1972-07-16,Graduate Degree,Skilled Manual,M,M,1,0,0,0,71292,74,0,25,Between 25 and 45 years
12880,Luis,Hayes,"344, rue Descartes",Port Hammond,British Columbia,Canada,V6B 3P7,682-555-0116,1973-09-11,Graduate Degree,Skilled Manual,M,S,0,0,0,0,67666,66,1,24,Under 25 years
12881,Isabella,Edwards,5438 Sharon Place,Burbank,California,United States,91502,674-555-0178,1973-11-14,Graduate Degree,Skilled Manual,F,S,1,0,0,1,58491,46,0,24,Under 25 years
12882,Eduardo,Allen,4497 Near Dr,San Carlos,California,United States,94070,518-555-0162,1973-03-27,Graduate Degree,Skilled Manual,M,M,1,0,0,1,86109,78,0,24,Under 25 years
12883,Stephanie,Bailey,174 Kim Court,Coronado,California,United States,92118,278-555-0183,1971-11-06,Graduate Degree,Skilled Manual,F,S,1,0,0,1,87356,52,0,26,Between 25 and 45 years
12884,Megan,Williams,7348 Quail Court,Woodland Hills,California,United States,91364,124-555-0124,1971-05-12,Graduate Degree,Skilled Manual,F,S,1,0,0,1,108949,53,1,26,Between 25 and 45 years
12885,Jonathan,Anderson,8673 Mt. Wilson Way,San Francisco,California,United States,94109,470-555-0179,1971-08-15,Graduate Degree,Skilled Manual,M,M,1,0,0,1,100052,85,0,26,Between 25 and 45 years
12886,Jocelyn,Long,3319 North 90th St,San Diego,California,United States,92102,644-555-0177,1971-11-03,Graduate Degree,Skilled Manual,F,S,1,0,0,1,66200,48,0,26,Between 25 and 45 years
12887,Brendan,Pal,2673 Peterson Place,Bellflower,California,United States,90706,810-555-0165,1971-02-13,Graduate Degree,Skilled Manual,M,M,1,0,1,1,108745,98,0,26,Between 25 and 45 years
12888,Melissa,Barnes,927 Parkside Dr,Lake Oswego,Oregon,United States,97034,358-555-0111,1971-10-09,Graduate Degree,Skilled Manual,F,M,1,0,1,1,88316,63,0,26,Between 25 and 45 years
12889,James,Adams,1086 Clayton Road,Portland,Oregon,United States,97205,331-555-0189,1971-11-27,Graduate Degree,Skilled Manual,M,M,1,0,1,1,99065,98,0,26,Between 25 and 45 years
12890,Steven,Thorpe,6186 Berry Court,Novato,California,United States,94947,410-555-0151,1971-07-19,Graduate Degree,Skilled Manual,M,M,1,0,1,1,107058,100,1,26,Between 25 and 45 years
12891,Kaylee,King,1162 Thunderbird Drive,Oregon City,Oregon,United States,97045,775-555-0122,1971-04-16,Graduate Degree,Skilled Manual,F,M,1,0,1,1,93561,64,1,26,Between 25 and 45 years
12892,Brian,Peterson,1284 Poppy Pl.,Royal Oak,British Columbia,Canada,V8X,427-555-0137,1972-04-10,Graduate Degree,Skilled Manual,M,M,1,0,1,1,100217,97,0,25,Between 25 and 45 years
12893,Brittany,Foster,2546 Woodchuck Pl,Redwood City,California,United States,94063,442-555-0178,1972-04-04,Graduate Degree,Professional,F,M,1,0,0,2,88942,50,0,25,Between 25 and 45 years
12894,Natalie,Walker,1644 Alicante Court,Santa Cruz,California,United States,95062,499-555-0110,1972-08-07,Graduate Degree,Professional,F,M,1,0,0,2,109453,57,0,25,Between 25 and 45 years
12895,Destiny,Anderson,70 Tobi Drive,Burnaby,British Columbia,Canada,V3J 6Z3,868-555-0139,1970-04-06,Bachelors ,Skilled Manual,F,M,1,0,1,1,30338,51,0,27,Between 25 and 45 years
12896,Victoria,Wood,372 Canyon Creek Drive,Corvallis,Oregon,United States,97330,656-555-0132,1970-07-16,Bachelors ,Skilled Manual,F,M,1,0,1,1,46847,56,0,27,Between 25 and 45 years
12897,Alyssa,Wilson,2247 Lemonwood Drive,Burbank,California,United States,91502,426-555-0134,1970-01-06,Bachelors ,Skilled Manual,F,M,1,0,1,1,46861,59,0,27,Between 25 and 45 years
12898,Madeline,Campbell,9790 Fruitwood Drive,Burbank,California,United States,91502,846-555-0142,1970-09-09,Bachelors ,Skilled Manual,F,M,1,0,1,1,61175,55,0,27,Between 25 and 45 years
12900,Carlos,Ward,1372 Quartermaster,Palo Alto,California,United States,94303,548-555-0166,1970-06-05,Graduate Degree,Professional,M,M,1,0,0,1,119395,86,0,27,Between 25 and 45 years
12901,Robert,Adams,1519 Sheffield Place,W. Linn,Oregon,United States,97068,529-555-0126,1969-02-12,Bachelors ,Skilled Manual,M,M,1,0,2,2,55240,103,0,28,Between 25 and 45 years
12902,Julia,Stewart,4139 Bailey Road,Vancouver,British Columbia,Canada,V7L 4J4,708-555-0197,1969-04-22,Bachelors ,Skilled Manual,F,S,1,0,2,2,61074,62,0,28,Between 25 and 45 years
12903,John,Sandstone,2286 Sunset Way,Cliffside,British Columbia,Canada,V8Y 1L1,114-555-0100,1969-10-02,Bachelors ,Skilled Manual,F,S,1,0,2,2,53927,51,1,28,Between 25 and 45 years
12904,Thomas,Jai,2743 Veale Ave,Chula Vista,California,United States,91910,906-555-0113,1969-02-19,Bachelors ,Skilled Manual,M,M,1,0,2,2,57769,100,0,28,Between 25 and 45 years
12905,Alexandra,Sanchez,3758 Springwood Way,Lynnwood,Washington,United States,98036,701-555-0143,1969-09-10,Graduate Degree,Professional,F,M,1,0,0,1,99859,56,1,28,Between 25 and 45 years
12906,Philip,Ramos,7492 Duckhorn Court,Burien,Washington,United States,98168,145-555-0145,1971-08-19,Graduate Degree,Professional,M,M,1,0,0,1,114822,83,0,26,Between 25 and 45 years
12907,Julia,Bryant,8895 Margo Dr.,Kirkland,Washington,United States,98033,345-555-0135,1971-11-23,Graduate Degree,Professional,F,M,1,0,0,1,99744,53,0,26,Between 25 and 45 years
12908,Tyler,Clark,1117 Diablo View Road,Renton,Washington,United States,98055,587-555-0118,1971-03-12,Graduate Degree,Professional,M,M,1,0,0,1,123242,81,1,26,Between 25 and 45 years
12909,Kelsey,Shan,5291 Juliet Court,Berkeley,California,United States,94704,369-555-0128,1971-05-25,Graduate Degree,Professional,F,M,1,0,0,1,92160,54,0,26,Between 25 and 45 years
12910,Robert,Brown,2497 Hazel Drive,Berkeley,California,United States,94704,171-555-0160,1971-02-05,Graduate Degree,Professional,M,M,1,0,0,1,112355,87,0,26,Between 25 and 45 years
12913,Benjamin,Moore,8065 Sand Point Road,Renton,Washington,United States,98055,145-555-0170,1968-02-23,Bachelors ,Skilled Manual,M,M,1,0,2,2,99027,115,0,29,Between 25 and 45 years
12914,Jill,Miller,9425 Calle Verde Dr.,Port Hammond,British Columbia,Canada,V6B 3P7,788-555-0113,1967-04-11,Bachelors ,Professional,F,S,0,1,0,0,63266,45,1,30,Between 25 and 45 years
12915,Kaitlyn,Alexander,5826 Norman Avenue,Puyallup,Washington,United States,98371,461-555-0157,1967-03-20,Bachelors ,Professional,F,S,0,1,0,0,51725,45,0,30,Between 25 and 45 years
12916,Natalie,Ross,4019 Shadow Lane,Port Hammond,British Columbia,Canada,V6B 3P7,184-555-0116,1970-05-23,Graduate Degree,Professional,F,M,1,0,0,1,83329,46,0,27,Between 25 and 45 years
12917,Vanessa,Russell,2260 Discovery Bay,Woodburn,Oregon,United States,97071,874-555-0157,1970-03-02,Graduate Degree,Professional,F,M,1,0,0,4,86602,57,0,27,Between 25 and 45 years
12918,Brooke,Murphy,182 Perry Way,Santa Monica,California,United States,90401,125-555-0164,1970-02-13,Graduate Degree,Professional,F,M,1,0,0,2,112726,49,0,27,Between 25 and 45 years
12919,Carlos,Hill,4200 Greenbrook Dr.,Langford,British Columbia,Canada,V9,307-555-0171,1967-07-10,Bachelors ,Skilled Manual,M,S,0,1,2,2,92484,100,1,30,Between 25 and 45 years
12920,Kelly,Henderson,65 Ayers Rd,Edmonds,Washington,United States,98020,757-555-0160,1967-09-13,Bachelors ,Skilled Manual,F,S,1,1,2,2,81878,61,1,30,Between 25 and 45 years
12921,Wyatt,Lee,135 Grant Street,Imperial Beach,California,United States,91932,229-555-0188,1966-07-03,Bachelors ,Skilled Manual,M,S,0,0,3,3,88815,113,1,31,Between 25 and 45 years
12922,Jennifer,Sanders,6488 Dublin Blvd.,Palo Alto,California,United States,94303,670-555-0184,1966-03-16,Bachelors ,Skilled Manual,F,S,1,0,3,3,73528,72,1,31,Between 25 and 45 years
12923,Fernando,Wright,9019 Class Avenue,Mill Valley,California,United States,94941,635-555-0185,1966-08-21,Bachelors ,Skilled Manual,M,S,1,0,3,3,84154,108,1,31,Between 25 and 45 years
12924,Devon,Chande,6977 Evergreen Ct.,Beverly Hills,California,United States,90210,459-555-0110,1966-10-09,Bachelors ,Skilled Manual,M,M,1,0,3,3,89870,130,0,31,Between 25 and 45 years
12925,Mackenzie,Blue,4363 Galindo Street,Burbank,California,United States,91502,954-555-0112,1966-08-13,Graduate Degree,Professional,F,M,1,0,0,0,89361,52,0,31,Between 25 and 45 years
12926,Sara,Murphy,9967 Stroer Lane,Lakewood,California,United States,90712,373-555-0178,1966-07-18,Graduate Degree,Professional,F,M,1,0,0,4,96197,57,1,31,Between 25 and 45 years
12928,Carol,Wright,872 Patterson Blvd.,Newton,British Columbia,Canada,V2L3W8,117-555-0157,1969-11-10,Graduate Degree,Professional,F,M,1,0,0,2,92963,53,0,28,Between 25 and 45 years
12929,Vanessa,Bryant,4650 Peachwillow,Corvallis,Oregon,United States,97330,571-555-0127,1969-03-05,Graduate Degree,Professional,F,M,1,0,0,5,105554,52,0,28,Between 25 and 45 years
12931,Ann,Fernandez,9892 N. Spoonwood Ct.,Chula Vista,California,United States,91910,145-555-0155,1969-10-05,Graduate Degree,Professional,F,S,1,2,5,5,80963,93,1,28,Between 25 and 45 years
12932,Tyler,Johnson,375 Hillview Drive,Colma,California,United States,94014,723-555-0125,1969-11-10,Graduate Degree,Professional,M,M,1,3,5,5,125170,160,1,28,Between 25 and 45 years
12933,Jonathan,Hall,3919 Bayview Circle,Colma,California,United States,94014,973-555-0119,1969-02-10,Graduate Degree,Professional,M,M,0,3,5,5,98334,157,1,28,Between 25 and 45 years
12934,Jason,Foster,1472 South Creek Drive,Lincoln Acres,California,United States,91950,779-555-0194,1969-11-12,Graduate Degree,Professional,M,S,1,0,0,3,138275,80,0,28,Between 25 and 45 years
12935,Robert,Hill,3830 York Dr.,Newport Beach,California,United States,92625,652-555-0153,1969-05-04,Graduate Degree,Professional,M,M,1,0,0,3,144346,89,0,28,Between 25 and 45 years
12936,Renee,Moreno,6743 E. Leland,Cliffside,British Columbia,Canada,V8Y 1L1,641-555-0114,1965-03-27,Bachelors ,Professional,F,S,1,1,0,0,61595,42,0,32,Between 25 and 45 years
12937,Megan,Wilson,9444 Camelback Ct.,Seattle,Washington,United States,98104,773-555-0164,1965-01-04,Bachelors ,Professional,F,S,0,1,0,0,44512,47,0,32,Between 25 and 45 years
12938,Edward,Parker,2693 Dance Court,Spokane,Washington,United States,99202,174-555-0127,1965-02-08,Bachelors ,Professional,M,S,0,1,0,0,91411,74,1,32,Between 25 and 45 years
12940,Steven,Rogers,7202 Sun View Court,Santa Monica,California,United States,90401,120-555-0163,1965-03-24,Bachelors ,Skilled Manual,M,M,1,2,3,3,127139,131,1,32,Between 25 and 45 years
12941,Maria,Morgan,2187 S. Rising Ave,Lynnwood,Washington,United States,98036,997-555-0135,1965-05-10,Bachelors ,Skilled Manual,F,S,1,2,3,3,103784,78,1,32,Between 25 and 45 years
12942,Morgan,Harris,7384 Ironwood Drive.,Downey,California,United States,90241,667-555-0172,1965-11-15,Bachelors ,Skilled Manual,F,S,1,2,3,3,93730,76,1,32,Between 25 and 45 years
12943,Caleb,Perez,5154 Brannan Pl.,Grossmont,California,United States,91941,178-555-0156,1965-02-17,Bachelors ,Skilled Manual,M,S,1,3,3,3,128056,123,1,32,Between 25 and 45 years
12944,Jose,Jai,2460 Tanager Court,Cliffside,British Columbia,Canada,V8Y 1L1,617-555-0182,1965-07-21,Bachelors ,Skilled Manual,M,M,1,0,4,4,117893,147,1,32,Between 25 and 45 years
12945,Jessica,Bailey,4453 Bannock Ct.,N. Vancouver,British Columbia,Canada,V7L 4J4,601-555-0134,1965-03-24,Graduate Degree,Professional,F,M,1,1,0,0,98252,53,0,32,Between 25 and 45 years
12946,Seth,Allen,3079 Ricardo,Puyallup,Washington,United States,98371,198-555-0172,1965-12-04,Graduate Degree,Professional,M,M,1,1,0,0,111936,87,1,32,Between 25 and 45 years
12947,Isaiah,Sanchez,5340 Greenwood Circle,Bellflower,California,United States,90706,100-555-0137,1964-02-17,Bachelors ,Professional,M,S,0,1,0,0,65697,71,1,33,Between 25 and 45 years
12948,Adam,Kumar,6975 Ridgewood Drive,Glendale,California,United States,91203,592-555-0113,1964-10-02,Bachelors ,Skilled Manual,M,M,1,2,5,5,78129,147,1,33,Between 25 and 45 years
12949,Morgan,Rivera,1127 Wellington Avenue,Salem,Oregon,United States,97301,164-555-0143,1964-12-19,Bachelors ,Skilled Manual,F,S,1,3,5,5,47828,80,1,33,Between 25 and 45 years
12950,Mary,Adams,7971 Calle Verde Drive,Milwaukie,Oregon,United States,97222,388-555-0172,1964-10-15,Bachelors ,Skilled Manual,F,S,1,3,5,5,42576,73,1,33,Between 25 and 45 years
12951,Blake,Simmons,1680 I St.,W. Linn,Oregon,United States,97068,639-555-0126,1963-12-06,Bachelors ,Professional,M,S,0,1,0,0,76957,74,1,34,Between 25 and 45 years
12952,Jennifer,Hughes,9067 Argonne Drive,Lemon Grove,California,United States,91945,781-555-0160,1968-12-15,Bachelors ,Professional,F,S,0,1,0,0,72588,50,1,29,Between 25 and 45 years
12953,Catherine,Cooper,174 MacArthur Avenue,Spokane,Washington,United States,99202,450-555-0149,1963-11-12,Graduate Degree,Professional,F,S,1,0,2,3,88006,69,0,34,Between 25 and 45 years
12955,Theresa,Hernandez,618 Oak Street,Burlingame,California,United States,94010,783-555-0197,1962-09-10,Bachelors ,Professional,F,S,1,1,0,1,72524,51,0,35,Between 25 and 45 years
12956,Marshall,Sun,1044 San Carlos,Cincinnati,Ohio,United States,45202,776-555-0182,1962-03-11,Bachelors ,Professional,M,S,1,1,0,1,97047,74,1,35,Between 25 and 45 years
12957,Isabella,Lopez,1259 Ygnacio Valley Road,Spring Valley,California,United States,91977,496-555-0194,1962-08-26,Bachelors ,Professional,F,S,0,1,0,1,91502,50,0,35,Between 25 and 45 years
12958,Jennifer,Campbell,4589 Mori Court,Spokane,Washington,United States,99202,537-555-0144,1962-07-27,Bachelors ,Professional,F,S,0,1,0,1,86106,44,1,35,Between 25 and 45 years
12959,Sydney,Carter,873 Winding Lane,Shawnee,British Columbia,Canada,V8Z 4N5,338-555-0183,1962-05-24,Bachelors ,Professional,F,S,1,1,0,1,100854,52,0,35,Between 25 and 45 years
12961,Kimberly,Murphy,222 Dancing Road,Beaverton,Oregon,United States,97005,668-555-0114,1962-05-15,Partial College,Skilled Manual,F,M,1,1,0,1,71236,52,0,35,Between 25 and 45 years
12962,Jennifer,Edwards,9242 St George Dr.,Newport Beach,California,United States,92625,226-555-0117,1962-04-22,Partial College,Skilled Manual,F,M,1,1,0,1,74725,54,0,35,Between 25 and 45 years
12963,Marcus,Anderson,177 11th Ave,Oregon City,Oregon,United States,97045,582-555-0196,1962-10-25,Partial College,Skilled Manual,M,M,1,1,0,1,80426,78,0,35,Between 25 and 45 years
12964,Xavier,Russell,8858 Via Doble,Sooke,British Columbia,Canada,V0,292-555-0140,1962-05-14,Partial College,Skilled Manual,M,M,1,1,0,1,77996,83,0,35,Between 25 and 45 years
12965,Cody,Bell,89 Ancona Ct.,National City,California,United States,91950,416-555-0119,1961-09-19,High School,Skilled Manual,M,M,1,3,3,4,76165,119,1,36,Between 25 and 45 years
12966,Dennis,Zhu,5149 Atchinson Stage Ct.,Beverly Hills,California,United States,90210,558-555-0129,1961-03-09,High School,Skilled Manual,M,M,1,3,3,4,64022,114,1,36,Between 25 and 45 years
12967,Fernando,Rodriguez,8240 Clear Court,Lincoln Acres,California,United States,91950,338-555-0117,1961-04-10,High School,Skilled Manual,M,M,1,2,2,4,50628,94,1,36,Between 25 and 45 years
12968,Paige,Butler,6736 Redbird Lane,W. Linn,Oregon,United States,97068,458-555-0135,1961-12-19,Partial College,Skilled Manual,F,M,1,1,0,1,74674,52,0,36,Between 25 and 45 years
12969,Richard,Rodriguez,9639 M St.,Vancouver,British Columbia,Canada,V7L 4J4,274-555-0181,1960-06-02,High School,Skilled Manual,M,M,0,2,2,4,44055,97,0,37,Between 25 and 45 years
12970,Angela,Powell,5613 Gary Drive,Vancouver,British Columbia,Canada,V7L 4J4,384-555-0196,1960-07-17,High School,Skilled Manual,F,S,1,2,2,4,28792,48,0,37,Between 25 and 45 years
12971,Carl,Nara,4945 Pennsylvania Blvd.,Colma,California,United States,94014,250-555-0172,1960-03-02,Bachelors ,Professional,M,M,0,1,0,0,79512,82,1,37,Between 25 and 45 years
12972,Carolyn,Suri,6831 Boxwood Drive,Cliffside,British Columbia,Canada,V8Y 1L1,255-555-0127,1967-06-22,Partial College,Skilled Manual,F,S,0,1,0,0,80467,48,0,30,Between 25 and 45 years
12973,Adrian,Howard,9623 Dennis Circle,Redmond,Washington,United States,98052,341-555-0183,1967-03-12,Partial College,Skilled Manual,M,S,1,1,0,0,78351,75,1,30,Between 25 and 45 years
12974,Marc,Gill,9800 St. George Dr,Chula Vista,California,United States,91910,177-555-0114,1967-02-28,Graduate Degree,Professional,M,S,1,1,0,0,120838,80,0,30,Between 25 and 45 years
12975,Marcus,Wilson,6891 Ham Drive,Coronado,California,United States,92118,914-555-0180,1967-04-18,Graduate Degree,Professional,M,S,0,1,0,0,116554,80,1,30,Between 25 and 45 years
12977,Destiny,Johnson,4557 Redwood Road,Los Angeles,California,United States,90012,307-555-0124,1967-02-23,Graduate Degree,Professional,F,S,0,1,0,0,107431,55,0,30,Between 25 and 45 years
12978,Danielle,James,5673 Arlington Circle,Burbank,California,United States,91502,485-555-0144,1928-11-15,High School,Skilled Manual,F,M,0,2,0,3,13689,34,0,69,Over 55 years
12979,Christina,Ward,8850 Thunderbird Drive,Spokane,Washington,United States,99202,473-555-0199,1960-08-19,Partial College,Skilled Manual,F,M,1,1,0,1,74360,52,1,37,Between 25 and 45 years
12980,Max,Moyer,22 Geary,Burien,Washington,United States,98168,370-555-0126,1959-08-14,Graduate Degree,Professional,M,M,1,0,0,2,144493,86,0,38,Between 25 and 45 years
12981,Joe,Sanz,6696 Park Highlands Blvd.,Burlingame,California,United States,94010,729-555-0156,1959-04-16,Graduate Degree,Professional,M,S,1,0,0,3,126181,81,1,38,Between 25 and 45 years
12983,Gabriella,Carter,6854 Muir Road,Imperial Beach,California,United States,91932,962-555-0178,1958-12-21,Bachelors ,Professional,F,M,1,1,0,1,83216,56,0,39,Between 25 and 45 years
12984,Adam,Young,2534 Coggins Drive,Royal Oak,British Columbia,Canada,V8X,156-555-0183,1958-02-06,Bachelors ,Professional,M,M,1,1,0,1,103846,86,0,39,Between 25 and 45 years
12986,Rachel,Garcia,8403 Esperanza,Port Hammond,British Columbia,Canada,V6B 3P7,429-555-0199,1958-09-07,Graduate Degree,Professional,F,M,1,0,0,5,117350,60,0,39,Between 25 and 45 years
12987,Felicia,Moreno,7613 Orwood Dr,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0184,1969-05-12,Graduate Degree,Management,F,M,0,0,0,1,118080,61,0,28,Between 25 and 45 years
12988,Barbara,Goel,8885 Riber Ash Court,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0137,1969-01-26,Graduate Degree,Management,F,S,1,0,0,1,105929,48,1,28,Between 25 and 45 years
12989,Carly,Goel,4348 Via Romero,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0118,1969-11-13,Graduate Degree,Management,F,M,1,0,0,1,110801,57,0,28,Between 25 and 45 years
12990,Leslie,Hernandez,7971 Calle Verde Drive,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0128,1969-10-15,Graduate Degree,Management,F,S,1,0,0,1,108959,50,0,28,Between 25 and 45 years
12991,Jésus,Serrano,7468 Lindley Ct.,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0170,1968-03-12,Bachelors ,Professional,M,M,1,1,2,2,114121,114,1,29,Between 25 and 45 years
12992,Ernest,Zeng,4620 Kane Circle,Perth,South Australia,Australia,6006,1 (11) 500 555-0128,1968-10-21,Bachelors ,Professional,M,M,1,1,2,2,101376,110,0,29,Between 25 and 45 years
12993,Xavier,Henderson,8604 Dolores Way,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0125,1968-12-26,Bachelors ,Professional,M,M,1,1,2,2,92227,107,0,29,Between 25 and 45 years
12997,Nina,Xie,5666 Hazelnut Lane,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0115,1968-05-11,Bachelors ,Professional,F,M,1,1,2,2,84626,66,0,29,Between 25 and 45 years
12998,Mayra,Mehta,2098 Crown Ct,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0111,1968-01-11,Bachelors ,Professional,F,S,0,1,2,2,87729,65,0,29,Between 25 and 45 years
12999,Nichole,Shen,4512 M St.,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0179,1967-06-20,Bachelors ,Professional,F,S,1,3,5,5,73322,81,1,30,Between 25 and 45 years
13001,Clarence,Zhang,3093 Roland Drive,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0167,1969-09-06,Graduate Degree,Management,M,S,1,1,0,1,186552,88,0,28,Between 25 and 45 years
13002,Roger,Cai,8311 Roland Drive,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0194,1967-08-22,Graduate Degree,Management,M,M,0,2,5,5,145742,165,1,30,Between 25 and 45 years
13003,Jill,Hernandez,6465 S. 97th Street,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0197,1967-01-20,Graduate Degree,Management,F,M,1,2,5,5,119205,99,1,30,Between 25 and 45 years
13004,Randy,Chen,8391 Olivera,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0161,1967-05-04,Graduate Degree,Management,M,M,0,2,5,5,148489,172,1,30,Between 25 and 45 years
13005,Desiree,Alvarez,3818 Landana Drive,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0147,1966-08-15,Graduate Degree,Management,F,M,0,3,5,5,114540,106,1,31,Between 25 and 45 years
13006,Whitney,Rana,2230 May Way,Geelong,Victoria,Australia,3220,1 (11) 500 555-0156,1966-04-21,Bachelors ,Professional,F,S,0,0,0,0,114117,54,0,31,Between 25 and 45 years
13007,Brooke,Ward,8250 Levee Rd,Townsville,Queensland,Australia,4810,1 (11) 500 555-0180,1965-10-05,Bachelors ,Professional,F,S,0,1,2,2,88206,69,0,32,Between 25 and 45 years
13008,Alberto,Muñoz,1962 Race Road,Geelong,Victoria,Australia,3220,1 (11) 500 555-0148,1965-07-09,Bachelors ,Professional,M,M,1,1,3,3,98544,125,1,32,Between 25 and 45 years
